departure_city,destination_city,departure_airport,arrival_airport,destination_country_code,price,duration_minutes,flights_per_day,flights_per_week,first_flight,last_flight
Geneva,Belgrade,GVA,BEG,RS,50,120,0-2 flights,6,6/1/2020,4/8/2027
Larnaca,Belgrade,LCA,BEG,RS,50,165,2-4 flights,21,9/15/2018,11/5/2026
Podgorica,Belgrade,TGD,BEG,RS,50,55,5-6 flights,36,10/29/2023,11/6/2026
Oslo,Belgrade,OSL,BEG,RS,50,165,0-2 flights,8,0,4/9/2027
Barcelona,Belgrade,BCN,BEG,RS,60,155,1-3 flights,14,3/27/2018,11/6/2026
Munich,Belgrade,MUC,BEG,RS,70,85,2 flights,14,0,10/15/2026
Heraklion,Belgrade,HER,BEG,RS,70,120,1 flight,7,6/6/2018,9/23/2026
Berlin,Belgrade,BER,BEG,RS,70,105,1-2 flights,11,11/1/2020,11/4/2026
Stockholm,Belgrade,ARN,BEG,RS,70,150,1-2 flights,8,12/16/2017,11/6/2026
Stuttgart,Belgrade,STR,BEG,RS,80,100,0-1 flights,4,7/26/2018,11/5/2026
Zagreb,Belgrade,ZAG,BEG,RS,80,70,1-2 flights,12,0,11/6/2026
Sofia,Belgrade,SOF,BEG,RS,90,70,1-2 flights,12,0,11/1/2026
Skopje,Belgrade,SKP,BEG,RS,90,70,1-2 flights,11,0,11/1/2026
Athens,Belgrade,ATH,BEG,RS,90,100,2-3 flights,17,0,11/6/2026
Duesseldorf,Belgrade,DUS,BEG,RS,90,120,1-2 flights,9,9/16/2022,11/1/2026
Lisbon,Belgrade,LIS,BEG,RS,90,220,0-2 flights,5,7/25/2023,11/4/2026
Milano,Belgrade,MXP,BEG,RS,90,100,1-2 flights,10,0,11/6/2026
London,Belgrade,LHR,BEG,RS,90,160,1-2 flights,9,10/31/2023,11/5/2026
Sarajevo,Belgrade,SJJ,BEG,RS,90,50,1 flight,7,0,11/5/2026
Vienna,Belgrade,VIE,BEG,RS,90,65,3-6 flights,34,0,11/2/2026
Nuernberg,Belgrade,NUE,BEG,RS,90,95,0-1 flights,2,6/6/2022,11/5/2026
Lyon,Belgrade,LYS,BEG,RS,90,120,0-1 flights,2,0,11/5/2026
Split,Belgrade,SPU,BEG,RS,90,60,0-1 flights,2,5/11/2018,10/14/2026
Budapest,Belgrade,BUD,BEG,RS,90,65,1-2 flights,12,3/30/2020,11/6/2026
Friedrichshafen,Belgrade,FDH,BEG,RS,90,100,0-1 flights,2,9/18/2019,10/15/2026
Salzburg,Belgrade,SZG,BEG,RS,90,105,0-1 flights,2,6/7/2022,11/5/2026
Hannover,Belgrade,HAJ,BEG,RS,90,115,0-1 flights,2,4/1/2024,11/5/2026
Bucharest,Belgrade,OTP,BEG,RS,90,90,1-3 flights,13,0,11/5/2026
Ljubljana,Belgrade,LJU,BEG,RS,100,85,2 flights,14,6/14/2022,11/1/2026
Zurich,Belgrade,ZRH,BEG,RS,100,100,4-6 flights,33,0,11/6/2026
Krakow,Belgrade,KRK,BEG,RS,100,105,0-1 flights,3,6/4/2023,11/1/2026
Naples,Belgrade,NAP,BEG,RS,100,85,0-1 flights,2,5/19/2023,11/5/2026
Varna,Belgrade,VAR,BEG,RS,100,105,0-1 flights,3,6/5/2023,9/14/2026
Thessaloniki,Belgrade,SKG,BEG,RS,100,70,0-3 flights,11,0,11/1/2026
Istanbul,Belgrade,IST,BEG,RS,100,105,4-9 flights,44,0,11/6/2026
Prague,Belgrade,PRG,BEG,RS,100,120,1-2 flights,9,0,11/5/2026
Rijeka,Belgrade,RJK,BEG,RS,100,85,0-1 flights,2,6/4/2019,9/19/2026
Frankfurt,Belgrade,FRA,BEG,RS,100,110,4-5 flights,33,0,11/5/2026
Tirana,Belgrade,TIA,BEG,RS,100,75,1-2 flights,12,0,11/6/2026
Alicante,Belgrade,ALC,BEG,RS,100,175,0-1 flights,3,6/3/2025,10/15/2026
Warsaw,Belgrade,WAW,BEG,RS,110,100,1-2 flights,12,0,10/15/2026
Palma de Mallorca,Belgrade,PMI,BEG,RS,110,145,0-1 flights,5,6/11/2022,9/27/2026
Catania,Belgrade,CTA,BEG,RS,110,100,0-1 flights,1,4/14/2023,10/12/2026
Ankara,Belgrade,ESB,BEG,RS,110,125,0-1 flights,4,3/28/2023,11/5/2026
Dubrovnik,Belgrade,DBV,BEG,RS,110,55,0-1 flights,1,5/14/2018,10/14/2026
Venice,Belgrade,VCE,BEG,RS,110,108,0-1 flights,4,0,11/1/2026
Porto,Belgrade,OPO,BEG,RS,110,200,0-1 flights,2,0,11/5/2026
Bologna,Belgrade,BLQ,BEG,RS,110,125,0-1 flights,4,6/6/2022,11/1/2026
Bari,Belgrade,BRI,BEG,RS,110,98,0-1 flights,2,6/5/2022,10/12/2026
Zadar,Belgrade,ZAD,BEG,RS,110,75,0-1 flights,3,6/21/2019,9/12/2026
Paris,Belgrade,CDG,BEG,RS,110,140,2-4 flights,18,3/31/2019,11/6/2026
Amsterdam,Belgrade,AMS,BEG,RS,120,135,3-4 flights,22,0,4/3/2027
Istanbul,Belgrade,SAW,BEG,RS,120,115,0-2 flights,8,0,11/5/2026
Izmir,Belgrade,ADB,BEG,RS,120,113,0-1 flights,2,4/15/2023,11/5/2026
Brussels,Belgrade,BRU,BEG,RS,120,130,0-1 flights,3,0,11/5/2026
Pula,Belgrade,PUY,BEG,RS,130,90,0-1 flights,2,6/11/2018,10/11/2026
Riga,Belgrade,RIX,BEG,RS,130,130,0-1 flights,2,5/16/2023,10/15/2026
Madrid,Belgrade,MAD,BEG,RS,140,180,0-2 flights,7,6/2/2019,11/6/2026
Valencia,Belgrade,VLC,BEG,RS,150,160,0-1 flights,2,0,11/4/2026
Florence,Belgrade,FLR,BEG,RS,160,120,0-1 flights,2,6/6/2020,10/12/2026
Palermo,Belgrade,PMO,BEG,RS,170,100,0-1 flights,2,6/14/2023,10/14/2026
Malaga,Belgrade,AGP,BEG,RS,180,190,0-1 flights,2,0,11/4/2026
Kerkyra/corfu,Belgrade,CFU,BEG,RS,210,80,0-1 flights,3,6/9/2023,10/12/2026
Rhodos,Belgrade,RHO,BEG,RS,240,120,0-1 flights,3,6/3/2022,9/14/2026
Chania,Belgrade,CHQ,BEG,RS,250,125,0-1 flights,2,6/4/2023,10/1/2026
Tbilisi,Belgrade,TBS,BEG,RS,380,195,0-1 flights,3,6/15/2025,9/13/2026
Lisbon,Belo Horizonte,LIS,CNF,BR,790,575,1 flight,7,8/2/2020,9/15/2026
Glasgow,Benbecula,GLA,BEB,GB,240,58,1-2 flights,10,0,10/3/2026
Munich,Bengaluru,MUC,BLR,IN,520,500,1 flight,7,3/31/2020,10/15/2026
London,Bengaluru,LHR,BLR,IN,560,605,2-3 flights,18,8/1/2020,4/3/2027
Frankfurt,Bengaluru,FRA,BLR,IN,570,525,0-1 flights,6,3/15/2022,10/15/2026
Paris,Bengaluru,CDG,BLR,IN,600,595,1 flight,7,0,10/15/2026
Amsterdam,Bengaluru,AMS,BLR,IN,720,560,0-1 flights,5,10/30/2019,4/3/2027
Weeze,Benlloch,NRN,CDT,ES,30,145,0-1 flights,2,10/17/2025,11/6/2026
London,Benlloch,STN,CDT,ES,30,150,0-1 flights,3,10/31/2025,11/6/2026
Charleroi,Benlloch,CRL,CDT,ES,30,135,0-1 flights,2,0,11/6/2026
Bergamo,Benlloch,BGY,CDT,ES,30,115,0-1 flights,2,3/31/2024,10/15/2026
Bilbao,Benlloch,BIO,CDT,ES,40,65,0-1 flights,3,6/1/2024,9/15/2026
Porto,Benlloch,OPO,CDT,ES,40,90,0-1 flights,1,4/2/2024,9/27/2026
Madrid,Benlloch,MAD,CDT,ES,40,80,0-1 flights,4,10/31/2022,10/15/2026
Budapest,Benlloch,BUD,CDT,ES,40,175,0-1 flights,2,6/16/2019,4/15/2026
Aviles,Benlloch,OVD,CDT,ES,50,80,0-1 flights,2,12/21/2024,10/10/2026
Berlin,Benlloch,BER,CDT,ES,50,170,0-1 flights,1,3/31/2024,10/15/2026
Bucharest,Benlloch,OTP,CDT,ES,70,225,0-1 flights,2,12/17/2017,11/2/2026
Krakow,Benlloch,KRK,CDT,ES,90,185,0-1 flights,1,3/31/2025,10/15/2026
Cluj-napoca,Benlloch,CLJ,CDT,ES,170,195,0-1 flights,2,4/11/2025,10/15/2026
Gdansk,Bergen,GDN,BGO,NO,20,115,1-3 flights,11,10/27/2019,4/4/2027
Krakow,Bergen,KRK,BGO,NO,40,140,0-1 flights,4,7/18/2020,4/6/2027
Oslo,Bergen,OSL,BGO,NO,40,55,13-23 flights,142,6/28/2025,4/9/2027
Trondheim,Bergen,TRD,BGO,NO,50,65,3-14 flights,75,6/25/2018,4/4/2027
Stavanger,Bergen,SVG,BGO,NO,60,40,3-18 flights,99,9/1/2020,10/15/2026
Stockholm,Bergen,ARN,BGO,NO,60,85,1-3 flights,15,5/20/2018,10/15/2026
Aberdeen,Bergen,ABZ,BGO,NO,60,80,1-2 flights,13,10/29/2018,10/15/2026
Copenhagen,Bergen,CPH,BGO,NO,70,85,4-6 flights,38,3/16/2018,4/9/2027
Vilnius,Bergen,VNO,BGO,NO,70,140,0-1 flights,3,12/22/2021,9/15/2026
London,Bergen,LGW,BGO,NO,70,115,1-2 flights,12,0,4/9/2027
Berlin,Bergen,BER,BGO,NO,70,108,0-1 flights,2,12/16/2021,4/7/2027
Billund,Bergen,BLL,BGO,NO,90,80,0-1 flights,3,4/5/2018,10/15/2026
Riga,Bergen,RIX,BGO,NO,90,120,0-1 flights,2,6/17/2018,10/15/2026
Kristiansand,Bergen,KRS,BGO,NO,90,55,3-6 flights,33,0,10/15/2026
Paris,Bergen,CDG,BGO,NO,90,135,0-1 flights,2,5/26/2018,4/7/2027
Manchester,Bergen,MAN,BGO,NO,90,100,0-1 flights,2,2/9/2018,10/15/2026
Brussels,Bergen,BRU,BGO,NO,90,145,0-1 flights,2,4/12/2024,10/15/2026
Barcelona,Bergen,BCN,BGO,NO,90,200,0-1 flights,2,3/26/2018,4/3/2027
Sandefjord,Bergen,TRF,BGO,NO,90,55,4-8 flights,46,0,10/15/2026
Dublin,Bergen,DUB,BGO,NO,90,115,0-1 flights,4,4/27/2023,10/15/2026
Haugesund,Bergen,HAU,BGO,NO,100,30,2-5 flights,29,9/2/2019,10/15/2026
Alesund,Bergen,AES,BGO,NO,100,50,1-5 flights,30,9/15/2023,10/15/2026
Hamburg,Bergen,HAM,BGO,NO,110,115,0-1 flights,3,6/25/2018,10/15/2026
Alicante,Bergen,ALC,BGO,NO,110,215,0-1 flights,4,12/23/2017,4/9/2027
London,Bergen,STN,BGO,NO,110,110,0-1 flights,1,4/24/2025,4/30/2026
Gothenborg,Bergen,GOT,BGO,NO,120,85,1 flight,7,6/28/2018,10/15/2026
Duesseldorf,Bergen,DUS,BGO,NO,120,120,0-1 flights,2,5/14/2023,9/2/2026
Munich,Bergen,MUC,BGO,NO,120,145,0-1 flights,3,8/13/2018,10/15/2026
Malaga,Bergen,AGP,BGO,NO,120,230,0-1 flights,3,12/19/2017,4/9/2027
Tromso,Bergen,TOS,BGO,NO,120,130,2-4 flights,25,12/20/2018,9/15/2026
Bergamo,Bergen,BGY,BGO,NO,120,150,0-1 flights,1,4/30/2023,10/15/2026
Nice,Bergen,NCE,BGO,NO,120,170,0-1 flights,2,3/28/2018,4/9/2027
Rome,Bergen,FCO,BGO,NO,140,195,0-1 flights,1,3/25/2018,4/7/2027
Liverpool,Bergen,LPL,BGO,NO,140,100,0-1 flights,2,8/17/2018,4/16/2026
Edinburgh,Bergen,EDI,BGO,NO,140,85,0-1 flights,2,5/9/2019,10/15/2026
Palma de Mallorca,Bergen,PMI,BGO,NO,150,205,0-1 flights,1,6/18/2018,4/9/2027
Helsinki,Bergen,HEL,BGO,NO,160,150,0-1 flights,3,5/15/2018,9/15/2026
Bodo,Bergen,BOO,BGO,NO,170,110,0-2 flights,3,12/16/2023,10/15/2026
Split,Bergen,SPU,BGO,NO,170,180,0-1 flights,1,6/19/2018,10/10/2026
Frankfurt,Bergen,FRA,BGO,NO,190,125,1-2 flights,13,0,10/15/2026
Amsterdam,Bergen,AMS,BGO,NO,200,100,4 flights,28,0,4/9/2027
Gran Canaria,Bergen,LPA,BGO,NO,210,315,0-1 flights,1,3/17/2018,5/15/2026
Antalya,Bergen,AYT,BGO,NO,210,275,0-1 flights,2,3/31/2018,4/9/2027
Florence,Bergen,FLR,BGO,NO,210,175,0-1 flights,1,6/24/2023,10/15/2026
Keflavik,Bergen,KEF,BGO,NO,210,140,0-1 flights,4,12/20/2017,4/3/2027
Vagar,Bergen,FAE,BGO,NO,220,95,0-1 flights,1,8/17/2020,10/15/2026
Leeds,Bergen,LBA,BGO,NO,220,90,0-1 flights,2,5/2/2024,5/14/2026
Zurich,Bergen,ZRH,BGO,NO,270,145,0-1 flights,2,6/2/2018,9/12/2026
Tenerife,Bergen,TFS,BGO,NO,300,323,0-1 flights,1,10/29/2019,5/15/2026
Newcastle,Bergen,NCL,BGO,NO,310,85,0-1 flights,2,4/26/2020,4/13/2026
Milano,Bergen,MXP,BGO,NO,570,155,0-1 flights,1,6/30/2019,8/8/2026
London,Bergerac,STN,EGC,FR,30,105,1-2 flights,8,5/23/2020,4/9/2027
Edinburgh,Bergerac,EDI,EGC,FR,30,140,0-1 flights,2,5/26/2018,4/15/2026
Liverpool,Bergerac,LPL,EGC,FR,40,110,0-1 flights,2,3/27/2018,4/15/2026
Rotterdam,Bergerac,RTM,EGC,FR,110,90,0-1 flights,2,12/15/2018,11/5/2026
Leeds,Bergerac,LBA,EGC,FR,140,120,0-1 flights,1,5/26/2018,9/19/2026
London,Bergerac,LCY,EGC,FR,150,95,0-1 flights,5,5/4/2018,9/7/2026
Bergamo,Berlin,BGY,BER,DE,20,105,1-3 flights,12,0,4/9/2027
Riga,Berlin,RIX,BER,DE,20,100,1-2 flights,9,0,11/6/2026
Budapest,Berlin,BUD,BER,DE,20,90,2-4 flights,23,11/1/2020,4/9/2027
Brussels,Berlin,BRU,BER,DE,30,85,2-4 flights,22,11/1/2020,4/9/2027
Luxemburg,Berlin,LUX,BER,DE,30,90,1-2 flights,10,10/25/2020,4/9/2027
Sofia,Berlin,SOF,BER,DE,30,130,1-2 flights,11,11/3/2020,4/8/2027
Skopje,Berlin,SKP,BER,DE,30,138,0-1 flights,4,0,11/2/2026
Manchester,Berlin,MAN,BER,DE,30,115,2-3 flights,18,11/1/2020,4/9/2027
Stockholm,Berlin,ARN,BER,DE,30,95,3-7 flights,36,11/1/2020,4/4/2027
East Midlands,Berlin,EMA,BER,DE,30,110,0-1 flights,2,3/30/2025,4/15/2026
London,Berlin,STN,BER,DE,30,110,2-4 flights,22,12/13/2020,4/9/2027
Vilnius,Berlin,VNO,BER,DE,30,95,0-1 flights,6,9/17/2022,11/6/2026
Pisa,Berlin,PSA,BER,DE,30,115,0-2 flights,7,4/19/2021,4/9/2027
Milano,Berlin,MXP,BER,DE,30,105,0-2 flights,6,10/25/2020,11/6/2026
Dubrovnik,Berlin,DBV,BER,DE,40,120,0-1 flights,1,4/19/2021,10/15/2026
Ronchi De Legionari,Berlin,TRS,BER,DE,40,95,0-1 flights,2,4/2/2024,11/5/2026
Treviso,Berlin,TSF,BER,DE,40,95,0-1 flights,4,10/29/2023,11/6/2026
Palma de Mallorca,Berlin,PMI,BER,DE,40,165,6-9 flights,50,10/25/2020,4/9/2027
Tulza,Berlin,TZL,BER,DE,40,105,1 flight,3,3/30/2026,10/15/2026
Copenhagen,Berlin,CPH,BER,DE,40,60,4-7 flights,41,11/1/2020,4/9/2027
Venice,Berlin,VCE,BER,DE,40,100,0-2 flights,7,10/31/2020,4/9/2027
Edinburgh,Berlin,EDI,BER,DE,40,130,0-3 flights,11,11/1/2020,4/9/2027
Podgorica,Berlin,TGD,BER,DE,40,120,0-1 flights,2,3/27/2022,4/15/2026
Dublin,Berlin,DUB,BER,DE,40,135,4 flights,28,0,4/9/2027
Varna,Berlin,VAR,BER,DE,40,145,0-1 flights,4,3/29/2021,11/2/2026
Bologna,Berlin,BLQ,BER,DE,40,105,1-2 flights,10,0,4/9/2027
Tallinn-ulemiste International,Berlin,TLL,BER,DE,40,115,0-1 flights,2,3/28/2021,11/6/2026
Bucharest,Berlin,OTP,BER,DE,40,135,0-2 flights,9,6/17/2025,11/6/2026
Birmingham,Berlin,BHX,BER,DE,40,115,0-2 flights,6,11/27/2020,4/8/2027
Marseille,Berlin,MRS,BER,DE,40,130,0-1 flights,2,10/29/2020,11/6/2026
Zadar,Berlin,ZAD,BER,DE,50,105,0-1 flights,4,5/22/2021,4/15/2026
Mulhouse,Berlin,BSL,BER,DE,50,90,1-2 flights,13,10/31/2020,4/9/2027
Cologne,Berlin,CGN,BER,DE,50,70,1-5 flights,21,11/1/2020,10/15/2026
Barcelona,Berlin,BCN,BER,DE,50,165,5-7 flights,41,10/25/2020,4/9/2027
Duesseldorf,Berlin,DUS,BER,DE,50,70,0-5 flights,19,10/31/2020,10/15/2026
Paphos,Berlin,PFO,BER,DE,50,220,0-1 flights,3,10/31/2020,11/6/2026
Paris,Berlin,CDG,BER,DE,50,105,6-8 flights,53,10/25/2020,4/9/2027
Rome,Berlin,FCO,BER,DE,50,130,2-4 flights,23,10/31/2020,4/9/2027
Valencia,Berlin,VLC,BER,DE,50,175,0-2 flights,7,10/25/2020,4/8/2027
Gothenborg,Berlin,GOT,BER,DE,50,75,0-1 flights,3,11/1/2020,10/15/2026
Ibiza,Berlin,IBZ,BER,DE,50,170,0-1 flights,2,4/22/2021,10/15/2026
London,Berlin,LTN,BER,DE,50,110,0-1 flights,4,10/25/2020,4/9/2027
Milan,Berlin,LIN,BER,DE,50,100,2-3 flights,16,0,4/5/2027
Thessaloniki,Berlin,SKG,BER,DE,50,150,1-3 flights,13,10/25/2020,4/5/2027
Liverpool,Berlin,LPL,BER,DE,60,115,0-1 flights,2,10/25/2020,11/5/2026
Lyon,Berlin,LYS,BER,DE,60,115,0-1 flights,2,10/25/2020,11/5/2026
Bari,Berlin,BRI,BER,DE,60,130,0-1 flights,6,3/28/2021,11/3/2026
Bordeaux,Berlin,BOD,BER,DE,60,140,0-1 flights,2,10/25/2020,4/8/2027
Zurich,Berlin,ZRH,BER,DE,60,85,8-11 flights,73,11/1/2020,4/8/2027
Paris,Berlin,ORY,BER,DE,60,105,3-5 flights,29,11/1/2020,4/9/2027
Catania,Berlin,CTA,BER,DE,60,165,0-2 flights,7,11/1/2020,4/8/2027
Nice,Berlin,NCE,BER,DE,60,120,2-3 flights,20,10/25/2020,4/9/2027
Vienna,Berlin,VIE,BER,DE,60,75,6-9 flights,53,11/1/2020,10/15/2026
Faro,Berlin,FAO,BER,DE,60,220,0-2 flights,7,10/26/2020,11/5/2026
Alicante,Berlin,ALC,BER,DE,60,180,0-1 flights,4,2/3/2021,11/6/2026
Tirana,Berlin,TIA,BER,DE,60,145,0-1 flights,6,0,10/31/2026
Oslo,Berlin,OSL,BER,DE,60,95,1-4 flights,21,11/1/2020,4/4/2027
Palermo,Berlin,PMO,BER,DE,60,155,0-1 flights,4,0,11/3/2026
Split,Berlin,SPU,BER,DE,60,110,0-1 flights,2,4/3/2021,4/9/2027
Geneva,Berlin,GVA,BER,DE,60,105,1-2 flights,10,10/25/2020,4/9/2027
Lisbon,Berlin,LIS,BER,DE,70,210,2-4 flights,22,10/27/2020,11/6/2026
Amsterdam,Berlin,AMS,BER,DE,70,80,7-8 flights,55,10/25/2020,4/9/2027
Porto,Berlin,OPO,BER,DE,70,200,0-1 flights,4,3/28/2021,4/8/2027
Heraklion,Berlin,HER,BER,DE,70,190,2-4 flights,21,10/26/2020,4/9/2027
Bergen,Berlin,BGO,BER,DE,70,105,0-1 flights,3,12/16/2021,4/7/2027
Malaga,Berlin,AGP,BER,DE,70,210,3-4 flights,23,10/25/2020,4/5/2027
Glasgow,Berlin,GLA,BER,DE,70,130,0-1 flights,3,10/25/2020,4/8/2027
Bristol,Berlin,BRS,BER,DE,70,120,1 flight,7,10/25/2020,4/9/2027
Madrid,Berlin,MAD,BER,DE,70,185,2-4 flights,22,10/31/2020,12/31/2029
Kerkyra/corfu,Berlin,CFU,BER,DE,70,150,0-1 flights,3,4/20/2021,4/7/2027
Belgrade,Berlin,BEG,BER,DE,70,110,1-2 flights,11,11/1/2020,11/4/2026
London,Berlin,LGW,BER,DE,70,115,1-3 flights,17,10/25/2020,4/9/2027
Larnaca,Berlin,LCA,BER,DE,80,245,0-2 flights,5,10/27/2020,4/9/2027
Southend,Berlin,SEN,BER,DE,80,100,0,0,11/7/2025,3/27/2026
London,Berlin,LHR,BER,DE,80,115,6-9 flights,55,0,4/9/2027
Naples,Berlin,NAP,BER,DE,80,140,1 flight,7,10/25/2020,4/9/2027
Gran Canaria,Berlin,LPA,BER,DE,80,305,0-1 flights,2,10/25/2020,4/9/2027
Graz,Berlin,GRZ,BER,DE,80,95,0-1 flights,5,11/1/2020,9/15/2026
Antalya,Berlin,AYT,BER,DE,80,215,7-10 flights,58,11/4/2020,11/4/2027
Athens,Berlin,ATH,BER,DE,80,175,2-4 flights,21,11/2/2020,11/2/2026
Chania,Berlin,CHQ,BER,DE,80,195,0-1 flights,1,3/28/2021,4/8/2027
Rhodos,Berlin,RHO,BER,DE,80,195,1-3 flights,12,3/28/2021,4/9/2027
Kutaisi,Berlin,KUT,BER,DE,80,245,0-1 flights,2,0,11/4/2026
Salzburg,Berlin,SZG,BER,DE,80,70,0-1 flights,2,10/25/2020,10/15/2026
Stuttgart,Berlin,STR,BER,DE,90,70,1-6 flights,29,11/1/2020,10/15/2026
Helsinki,Berlin,HEL,BER,DE,90,120,4-5 flights,32,11/1/2020,9/15/2026
Pristina,Berlin,PRN,BER,DE,90,140,0-1 flights,3,10/25/2020,4/7/2027
London,Berlin,LCY,BER,DE,90,100,0-4 flights,23,0,4/7/2027
Malta,Berlin,MLA,BER,DE,90,180,0-1 flights,2,12/19/2021,10/15/2026
Arrecife,Berlin,ACE,BER,DE,90,290,0-1 flights,1,10/25/2020,11/6/2026
Nantes,Berlin,NTE,BER,DE,100,130,0-1 flights,2,11/2/2020,10/15/2026
Olbia,Berlin,OLB,BER,DE,100,135,0-1 flights,3,4/19/2021,4/9/2027
Izmir,Berlin,ADB,BER,DE,100,185,2-3 flights,16,11/4/2020,10/15/2026
Tenerife,Berlin,TFS,BER,DE,100,315,0-2 flights,4,10/26/2020,4/9/2027
Istanbul,Berlin,IST,BER,DE,100,175,7-10 flights,55,0,10/15/2026
Munich,Berlin,MUC,BER,DE,110,70,8-10 flights,66,11/1/2020,11/6/2026
Warsaw,Berlin,WAW,BER,DE,110,80,2-3 flights,20,0,10/15/2026
Newcastle,Berlin,NCL,BER,DE,110,135,0-1 flights,2,12/4/2020,12/14/2025
Istanbul,Berlin,SAW,BER,DE,110,180,4-5 flights,29,10/25/2020,10/31/2026
Fuerteventura,Berlin,FUE,BER,DE,120,295,0-2 flights,9,10/29/2020,4/9/2027
Frankfurt,Berlin,FRA,BER,DE,120,65,15-17 flights,115,11/7/2020,10/15/2026
Kos,Berlin,KGS,BER,DE,120,190,0-1 flights,4,3/29/2021,10/15/2026
Chisinau,Berlin,RMO,BER,DE,120,140,0-2 flights,7,12/17/2024,11/2/2026
Bastia,Berlin,BIA,BER,DE,120,115,0-1 flights,2,4/3/2021,10/15/2026
Keflavik,Berlin,KEF,BER,DE,120,210,1 flight,7,0,4/5/2027
Pula,Berlin,PUY,BER,DE,130,95,0-1 flights,3,6/29/2021,8/29/2026
Tromso,Berlin,TOS,BER,DE,130,185,0-1 flights,1,12/10/2023,5/15/2026
Ankara,Berlin,ESB,BER,DE,130,195,0-2 flights,6,11/7/2020,10/31/2026
Bourgas,Berlin,BOJ,BER,DE,140,145,0-1 flights,4,6/28/2022,8/18/2026
Tivat,Berlin,TIV,BER,DE,140,125,0-1 flights,2,3/29/2021,4/8/2027
Salerno,Berlin,QSR,BER,DE,150,140,0-1 flights,2,7/12/2024,8/27/2026
Preveza,Berlin,PVK,BER,DE,160,160,0-1 flights,2,3/28/2021,8/30/2026
Zagreb,Berlin,ZAG,BER,DE,180,90,0-1 flights,3,5/21/2024,4/5/2027
Bilbao,Berlin,BIO,BER,DE,190,160,0-1 flights,2,4/11/2025,9/15/2026
Rovaniemi,Berlin,RVN,BER,DE,190,165,0-2 flights,2,1/13/2024,11/6/2026
Dalaman,Berlin,DLM,BER,DE,190,200,0-1 flights,4,4/23/2023,9/15/2026
Bodrum,Berlin,BJV,BER,DE,200,190,0-1 flights,1,5/26/2022,10/15/2026
Tbilisi,Berlin,TBS,BER,DE,210,240,0-1 flights,2,3/30/2022,9/15/2026
Leeds,Berlin,LBA,BER,DE,220,125,0-1 flights,1,11/24/2022,1/5/2026
Santa Cruz De La Palma,Berlin,SPC,BER,DE,220,310,0-1 flights,1,10/27/2020,11/6/2026
Funchal,Berlin,FNC,BER,DE,230,280,0-1 flights,4,10/31/2020,4/7/2027
Mercin,Berlin,COV,BER,DE,240,225,0-1 flights,1,8/31/2024,10/15/2026
Zakynthos,Berlin,ZTH,BER,DE,250,170,0-1 flights,2,7/3/2021,10/15/2026
Jerez,Berlin,XRY,BER,DE,260,200,0-1 flights,2,3/31/2021,9/15/2026
Yerevan,Berlin,EVN,BER,DE,260,265,0-1 flights,2,5/4/2024,10/15/2026
Baku,Berlin,GYD,BER,DE,370,315,0-1 flights,3,12/18/2022,10/31/2026
Sevilla,Berlin,SVQ,BER,DE,4680,210,0-1 flights,2,10/26/2020,3/27/2026
London,Bermuda,LHR,BDA,BM,740,470,1 flight,7,0,4/7/2027
London,Beziers,LTN,BZR,FR,20,115,0-1 flights,3,8/3/2020,11/6/2026
Charleroi,Beziers,CRL,BZR,FR,20,105,0-1 flights,2,0,11/5/2026
London,Beziers,STN,BZR,FR,30,120,0-1 flights,3,3/25/2018,4/10/2026
Bristol,Beziers,BRS,BZR,FR,30,115,0-1 flights,3,3/26/2018,4/15/2026
Beauvais,Beziers,BVA,BZR,FR,30,85,0-1 flights,3,8/16/2020,11/6/2026
Weeze,Beziers,NRN,BZR,FR,30,115,0-1 flights,3,3/26/2018,4/15/2026
Manchester,Beziers,MAN,BZR,FR,40,130,0-1 flights,2,3/27/2018,4/15/2026
Charleroi,Biarritz,CRL,BIQ,FR,30,105,0-1 flights,2,12/16/2018,11/5/2026
London,Biarritz,STN,BIQ,FR,30,115,1 flight,7,12/16/2018,4/9/2027
Marseille,Biarritz,MRS,BIQ,FR,30,80,0-1 flights,1,4/19/2018,10/15/2026
Dublin,Biarritz,DUB,BIQ,FR,40,125,0-1 flights,6,3/27/2018,10/15/2026
Lyon,Biarritz,LYS,BIQ,FR,50,80,0-6 flights,29,6/25/2018,4/8/2027
Bergamo,Biarritz,BGY,BIQ,FR,50,110,0-1 flights,1,6/3/2024,9/29/2026
Edinburgh,Biarritz,EDI,BIQ,FR,50,145,0-1 flights,1,4/1/2024,10/15/2026
London,Biarritz,LGW,BIQ,FR,60,110,0-1 flights,1,5/26/2018,4/9/2027
Nice,Biarritz,NCE,BIQ,FR,60,90,0-1 flights,2,12/23/2017,4/8/2027
Paris,Biarritz,CDG,BIQ,FR,70,90,2-4 flights,21,9/15/2022,10/15/2026
Paris,Biarritz,ORY,BIQ,FR,70,90,0-2 flights,12,0,11/5/2026
Mulhouse,Biarritz,BSL,BIQ,FR,80,100,0-1 flights,2,6/27/2018,8/15/2026
Luxemburg,Biarritz,LUX,BIQ,FR,140,125,0-1 flights,1,5/19/2018,9/15/2026
Geneva,Biarritz,GVA,BIQ,FR,140,80,0-1 flights,1,4/7/2018,10/15/2026
Munich,Biarritz,MUC,BIQ,FR,160,120,0-1 flights,1,5/25/2019,9/26/2026
