hotel_name,destination_city,area,price_per_stay,rating_score,stars,breakfast,distance,description,reviews,guest_reviews
AZIMUT Hotel Cologne,Cologne,Neustadt Nord,501,8.0,4,,1 km from center,Single Room,"6,028 reviews",
Hotel Imperial,Cologne,Ehrenfeld,507,8.2,4,,2.5 km from center,Single Room,681 reviews,
Hotel Uhu Garni - Superior,Cologne,Dellbrück,510,8.6,3,Breakfast included,8.9 km from center,Single Room,207 reviews,
Ruby Ella Hotel Cologne,Cologne,Neustadt Nord,517,8.5,4,,1.3 km from center,Nest,"2,780 reviews",
Hotel Viktoria,Cologne,Neustadt Nord,517,8.3,4,Breakfast included,1.6 km from center,Single Room,321 reviews,
B&B Hotel Köln-Ehrenfeld,Cologne,Müngersdorf,517,8.1,0,,4.4 km from center,Single Room,"1,844 reviews",
Courtyard by Marriott Cologne,Cologne,Altstadt-Nord,527,8.1,4,,0.9 km from center,"Deluxe Guest room, 2 Twin/Single Bed(s)","3,338 reviews",
Leonardo Hotel Köln Bonn Airport,Cologne,Grengel,532,8.1,4,,12.6 km from center,Comfort Double or Twin Room,"3,750 reviews",
Hotel An der Philharmonie,Cologne,Altstadt-Nord,537,8.2,4,,250 m from center,Single Room,466 reviews,Location 9.5
NH Köln Altstadt,Cologne,Altstadt-Süd,537,8.2,4,,1.1 km from center,Standard Double or Twin Room,"1,572 reviews",
Stadthotel am Römerturm,Cologne,Altstadt-Nord,544,8.0,4,,0.8 km from center,Standard Single Room,"2,284 reviews",
Hotel Merian,Cologne,Altstadt-Nord,567,7.6,3,,0.6 km from center,Single Room,817 reviews,
Mauritius Hotel & Therme,Cologne,Altstadt-Süd,572,7.3,4,,1.3 km from center,Standard Single Room,"2,874 reviews",
PhiLeRo Hotel Köln,Cologne,Kalk,576,8.3,4,,4.1 km from center,Standard  Room,"1,042 reviews",
NH Collection Köln Mediapark,Cologne,Neustadt Nord,579,8.2,4,,1.3 km from center,Superior Double or Twin Room,"2,268 reviews",
Hotel Santo,Cologne,Altstadt-Nord,586,8.3,4,Breakfast included,0.9 km from center,Single Room,"3,924 reviews",
Cologne Marriott Hotel,Cologne,Altstadt-Nord,591,8.4,5,,0.6 km from center,Deluxe King Room,"2,534 reviews",
THE QVEST hideaway,Cologne,Altstadt-Nord,597,8.6,4,,1 km from center,Small,476 reviews,Location 9.5
Hostel Köln,Cologne,Altstadt-Süd,605,8.2,2,Breakfast included,1.2 km from center,Single Room,"1,250 reviews",
Hotel Sion,Cologne,Altstadt-Nord,606,8.1,3,,200 m from center,Single Room,926 reviews,Location 9.6
Lindner Hotel Dom Residence,Cologne,Altstadt-Nord,607,8.2,4,,450 m from center,Business Class Room,"2,001 reviews",
AMERON Köln Hotel Regent,Cologne,Ehrenfeld,617,8.5,4,,3.5 km from center,Standard Double Room,"1,932 reviews",
Lindner Hotel City Plaza,Cologne,Altstadt-Nord,628,8.3,4,,1.1 km from center,Business Class Room (2 Adults),"2,080 reviews",
Radisson Blu Hotel Köln,Cologne,Deutz,636,8.2,4,,1.9 km from center,Standard Room,"5,566 reviews",
Pullman Cologne,Cologne,Altstadt-Nord,650,8.2,4,,0.9 km from center,Superior Double Room,"1,800 reviews",
Mercure Hotel Koeln Belfortstrasse,Cologne,Neustadt Nord,650,7.6,4,,1.3 km from center,Standard Double Room,725 reviews,
XII Apostel Albergo,Cologne,Altstadt-Nord,665,7.9,3,,400 m from center,Double Room,"1,648 reviews",Location 9.5
"art'otel cologne, Powered by Radisson Hotels",Cologne,Altstadt-Süd,685,8.0,4,,1.1 km from center,Art Twin Room,"6,293 reviews",
Steigenberger Hotel Köln,Cologne,Neustadt-Süd,685,8.2,4,,1.5 km from center,Business Double Room,"5,539 reviews",
Hotel Mondial am Dom Cologne MGallery,Cologne,Altstadt-Nord,685,8.4,4,,200 m from center,Classic Queen Room,"1,771 reviews",Location 9.7
Park Inn by Radisson Köln City West,Cologne,Ehrenfeld,700,8.2,4,,2.4 km from center,Superior Double Room,"3,320 reviews",
Savoy Hotel,Cologne,Altstadt-Nord,739,8.8,4,,0.6 km from center,Single Room,"2,151 reviews",
Hilton Cologne,Cologne,Altstadt-Nord,744,7.7,5,,300 m from center,Queen Room,"2,950 reviews",Location 9.3
Trip Inn Hotel Conti,Cologne,Neustadt-Süd,772,7.0,3,Breakfast included,1.7 km from center,Single Room,"1,470 reviews",
25hours Hotel The Circle,Cologne,Altstadt-Nord,813,8.5,4,,1 km from center,Medium Inner Circle,"3,068 reviews",
Hyatt Regency Köln,Cologne,Deutz,862,8.5,5,,0.8 km from center,King Room,"3,606 reviews",Location 9.5
V8 Hotel Köln at MOTORWORLD,Cologne,Ossendorf,864,8.8,4,,6.1 km from center,Standard Twin Room,"1,509 reviews",
Excelsior Hotel Ernst am Dom,Cologne,Altstadt-Nord,1020,9.1,5,,150 m from center,Classic Single Room,705 reviews,Location 9.7
Copenhagen Downtown Hostel,Copenhagen,Copenhagen Center,85,7.2,0,,450 m from center,Bunk Bed in 12-Bed Mixed Dormitory Room,"4,254 reviews",Location 9.3
Next House Copenhagen,Copenhagen,Copenhagen Center,91,8.4,0,,1.1 km from center,Bed in 6-Bed Female Dormitory Room,"11,363 reviews",Location 9.3
Danhostel Copenhagen City,Copenhagen,Copenhagen Center,95,8.0,0,,0.9 km from center,Bunk Bed in Mixed Dormitory Room,"5,762 reviews",Location 9.3
a&o Copenhagen Sydhavn,Copenhagen,Sydhavnen,97,7.1,2,,3.8 km from center,Bed in 8-Bed Dormitory Room,"3,057 reviews",
a&o Copenhagen Nørrebro,Copenhagen,Nørrebro,103,6.8,2,,3.7 km from center,Bed in 8-Bed Dormitory Room,"5,699 reviews",
Sleep in Heaven,Copenhagen,Nørrebro,104,8.1,0,,2 km from center,Bed in 16-Bed Mixed Dormitory Room ,992 reviews,
Steel House Copenhagen,Copenhagen,Copenhagen Center,104,8.3,0,,1.3 km from center,Bed in 6-Bed Female Dormitory Room,"12,432 reviews",Location 9.4
Urban House Copenhagen by MEININGER,Copenhagen,Vesterbro,112,8.0,0,,1.3 km from center,Bed in 10-Bed Mixed Dormitory Room,"8,021 reviews",Location 9.5
Globalhagen Hostel,Copenhagen,Nørrebro,129,7.8,0,,1.6 km from center,Bed in 8 bed Mixed Dormitory Room,"1,244 reviews",
Copenhagen Go Hotel,Copenhagen,Copenhagen,251,7.4,2,,5.8 km from center,Single Room,"7,921 reviews",
Go Hotel Saga,Copenhagen,Vesterbro,259,7.9,2,,1.3 km from center,Single Room with Shared Bathroom,"5,039 reviews",Location 9.4
City Hotel Nebo,Copenhagen,Vesterbro,264,7.5,2,,1.3 km from center,Economy Single Room with Shared Bathroom,"5,275 reviews",Location 9.4
Go Hotel City,Copenhagen,Amager Øst,284,7.9,2,,3.3 km from center,Standard Single Room,"3,642 reviews",
Wakeup Copenhagen - Carsten Niebuhrs Gade,Copenhagen,Vesterbro,303,7.7,2,,1.6 km from center,Standard  Room,"6,469 reviews",
Hotel Amager,Copenhagen,Copenhagen,315,6.3,2,,1.9 km from center,Single Room,"1,743 reviews",
Cabinn Metro,Copenhagen,Amager Vest,322,6.7,2,,5.3 km from center,Economy Room with Bunk Beds,"8,129 reviews",
Wakeup Copenhagen - Bernstorffsgade,Copenhagen,Copenhagen Center,322,7.8,2,,1.2 km from center,Standard Room,"10,973 reviews",
Zleep Hotel Copenhagen City,Copenhagen,Vesterbro,345,7.6,3,,1.4 km from center,Single Room,750 reviews,
Zleep Hotel Copenhagen Airport,Copenhagen,Copenhagen,353,7.9,3,,6.6 km from center,Standard Double Room,"2,106 reviews",
Zleep Hotel Copenhagen Arena,Copenhagen,Amager Vest,353,7.9,3,,5.8 km from center,Double Room,"1,727 reviews",
Cabinn Copenhagen,Copenhagen,Vesterbro,366,6.8,2,,1.7 km from center,Standard Queen Room with Extra Bed,"14,570 reviews",
Wakeup Copenhagen - Borgergade,Copenhagen,Copenhagen Center,397,8.0,2,,0.5 km from center,Standard Double Room,"14,044 reviews",Location 9.5
Hotel Maritime,Copenhagen,Copenhagen Center,438,6.6,0,,0.6 km from center,Single Room with Bathroom,174 reviews,
CPH Studio Hotel,Copenhagen,Amager Øst,454,7.8,3,,3.9 km from center,Single Room with Kitchenette,"6,052 reviews",
Ibsens Hotel,Copenhagen,Copenhagen Center,469,8.2,3,,1.1 km from center,Small Room,"1,509 reviews",Location 9.4
Motel One Copenhagen,Copenhagen,Copenhagen Center,498,8.4,4,,0.6 km from center,Single Room,"5,334 reviews",Location 9.6
Hotel Alexandra,Copenhagen,Copenhagen Center,509,8.0,4,,0.9 km from center,Superior Single Room,"1,209 reviews",Location 9.4
Park Inn by Radisson Copenhagen Airport,Copenhagen,Copenhagen,510,7.1,3,Breakfast included,5.2 km from center,Standard Room,"2,292 reviews",
Comfort Hotel Vesterbro,Copenhagen,Vesterbro,527,7.7,3,,1.4 km from center,Small Double Room,"4,522 reviews",
Hotel Bethel,Copenhagen,Copenhagen Center,533,8.7,3,,0.7 km from center,Economy Double or Twin Room,"1,871 reviews",Location 9.8
Scandic Copenhagen,Copenhagen,Copenhagen Center,552,7.5,4,Breakfast included,1.3 km from center,Standard Single Room,"2,546 reviews",
"Crowne Plaza Copenhagen Towers, an IHG Hotel",Copenhagen,Amager Vest,563,8.1,4,,5.7 km from center,Standard King Room,"1,897 reviews",
AC Hotel by Marriott Bella Sky Copenhagen,Copenhagen,Amager Vest,580,7.9,4,,4.5 km from center,Standard Queen Room,"4,895 reviews",
Scandic Kødbyen,Copenhagen,Vesterbro,590,8.1,4,Breakfast included,1.9 km from center,Standard King Room,"2,598 reviews",
Best Western Plus Airport Hotel,Copenhagen,Copenhagen,592,7.2,3,,6.1 km from center,Standard Queen Room,"4,237 reviews",
Comfort Hotel Copenhagen Airport,Copenhagen,Copenhagen,596,8.0,3,,7.1 km from center,Standard Triple Room,"9,501 reviews",Location 9.3
Zoku Copenhagen,Copenhagen,Amager Vest,609,9.1,4,,2.5 km from center,Zoku Room,"1,521 reviews",
Scandic Palace Hotel,Copenhagen,Copenhagen Center,616,7.9,4,Breakfast included,0.6 km from center,Small Single Room,"2,470 reviews",Location 9.6
Scandic Norreport,Copenhagen,Copenhagen Center,617,8.1,0,Breakfast included,0.7 km from center,Cabin Room without Window,450 reviews,Location 9.5
citizenM Copenhagen Radhuspladsen,Copenhagen,Copenhagen Center,637,8.7,4,,0.9 km from center,King Room,"6,673 reviews",Location 9.7
"Radisson Blu Scandinavia Hotel, Copenhagen",Copenhagen,Amager Vest,641,7.6,4,,1.4 km from center,Standard Room,"4,659 reviews",
Coco Hotel,Copenhagen,Vesterbro,647,8.5,4,,1.6 km from center,Single Room,"2,136 reviews",
Hotel Østerport,Copenhagen,Østerbro,666,7.5,3,,1.5 km from center,Railway Sleeper 90/90,"2,508 reviews",
Clarion Hotel Copenhagen Airport,Copenhagen,Copenhagen,785,8.4,4,,7 km from center,Standard Double Room,"6,182 reviews",Location 9.5
Hotel Kong Arthur,Copenhagen,Copenhagen Center,853,8.5,4,,1.1 km from center,Small Double Room,"3,387 reviews",
NH Collection Copenhagen,Copenhagen,Christianshavn,858,8.9,5,,0.8 km from center,Superior Double or Twin Room,"3,361 reviews",Location 9.3
Copenhagen Admiral Hotel,Copenhagen,Copenhagen Center,905,8.7,4,,1 km from center,Single,"5,879 reviews",Location 9.7
Hotel Skt Petri,Copenhagen,Copenhagen Center,924,8.4,5,,0.5 km from center,Petri Queen,"1,382 reviews",Location 9.5
WIDE Hotel,Copenhagen,Copenhagen Center,1003,8.5,4,,0.9 km from center,Deluxe Double Room,"4,853 reviews",Location 9.6
KGT House,Dublin,Parnell Square,197,6.6,0,,0.8 km from center,Bed in 16 - Bed Mixed Dormitory Room ,"1,102 reviews",
Ashfield Hostel,Dublin,Dublin City Centre,198,7.5,0,,450 m from center,1 Bed in a 18 Bedded Mixed Room Ensuite,"1,382 reviews",Location 9.5
Abbey Court Hostel,Dublin,Dublin City Centre,211,7.7,0,Breakfast included,250 m from center,1 Bed in 12 Bed Mixed Room Ensuite,"3,659 reviews",Location 9.5
Abigail's Hostel,Dublin,Temple Bar,216,7.8,0,,400 m from center,1 bed in a 10 bed Female Dorm En Suite,"2,485 reviews",Location 9.6
Jacobs Inn Hostel,Dublin,Dublin City Centre,256,8.4,0,,0.6 km from center,Pod in a 8-bed Mixed Dormitory,"5,620 reviews",
Gardiner House,Dublin,Dublin City Centre,277,7.8,0,Breakfast included,0.9 km from center,Bed in 18-Bed Mixed Dormitory Room with Shared Bathroom - Chapel Experience,"2,100 reviews",
Generator Dublin,Dublin,Dublin City Centre,278,7.4,3,,1.2 km from center,Bed in 6-Bed Mixed Dormitory Room with Shared Bathroom and Toilet,"4,541 reviews",
Hazelbrook Lodge,Dublin,Dublin City Centre,305,6.1,0,,400 m from center,Single Room with Shared Bathroom,"1,660 reviews",
Garden Lane Backpackers,Dublin,Dublin City Centre,319,8.2,0,,1.5 km from center,Bed in 6-Bed Female Dormitory Room with Shared Bathroom,751 reviews,
18 Watkins Buildings,Dublin,Dublin City Centre,325,7.7,0,,1.7 km from center,Standard Twin Room,7 reviews,
Leevin Hostel Mountjoy,Dublin,Dublin City Centre,436,7.8,0,,0.9 km from center,Bunk Bed in a 6-Bed Male Dormitory Room ,768 reviews,
Dublin Skylon Hotel,Dublin,Drumcondra,514,8.3,4,,2.6 km from center,Double Room,"5,092 reviews",
The Lansdowne Hotel,Dublin,Ballsbridge,520,7.5,3,,2.3 km from center,Single Room,"1,333 reviews",
Harcourt Hotel,Dublin,Saint Stephen's Green,558,7.6,3,,1.7 km from center,Twin Room (Maximum Occupancy: 2 People),"4,096 reviews",
Leeson Bridge Guesthouse,Dublin,Ballsbridge,582,8.6,3,,2.1 km from center,Double Room,697 reviews,
Jurys Inn Dublin Parnell Street,Dublin,Dublin City Centre,587,7.7,4,,250 m from center,Standard Twin Room,"11,715 reviews",
Hilton Dublin,Dublin,Dublin City Centre,591,8.0,4,,2.1 km from center,Superior Double Room,"1,566 reviews",
Kilronan House,Dublin,Saint Stephen's Green,605,8.8,3,Breakfast included,1.9 km from center,Economy Single Room,"1,400 reviews",Location 9.3
Castle Hotel,Dublin,Parnell Square,605,8.0,4,Breakfast included,0.6 km from center,Single Room,"5,397 reviews",
Iveagh Garden Hotel,Dublin,Saint Stephen's Green,610,8.7,4,,1.5 km from center,City Pod Room,"2,755 reviews",Location 9.4
Albany House,Dublin,Saint Stephen's Green,614,8.3,3,,1.5 km from center,Single Room,"1,706 reviews",Location 9.3
Academy Plaza Hotel,Dublin,Parnell Square,634,8.1,3,,300 m from center,Basic Double Room,"5,121 reviews",Location 9.3
Hilton Garden Inn Dublin City Centre,Dublin,Dublin City Centre,638,8.4,4,,0.9 km from center,Queen Room,"4,400 reviews",
Jurys Inn Dublin Christchurch,Dublin,Dublin City Centre,671,7.8,4,,1 km from center,Standard Twin Room,"4,048 reviews",Location 9.3
Hilton Dublin Kilmainham,Dublin,Dublin,676,8.5,4,,3.3 km from center,Double Hilton Guestroom,"1,591 reviews",
Hampton By Hilton Dublin City Centre,Dublin,Dublin City Centre,676,8.5,0,Breakfast included,0.9 km from center,King Room,"1,230 reviews",
"Holiday Inn Express Dublin City Centre, an IHG Hotel",Dublin,Parnell Square,698,8.5,3,Breakfast included,250 m from center,Double Room,"5,309 reviews",Location 9.5
Harrington Hall,Dublin,Saint Stephen's Green,699,8.4,4,,1.6 km from center,Double Room,"1,218 reviews",
The Samuel Hotel,Dublin,Dublin City Centre,699,8.3,4,,1.6 km from center,Deluxe Double Room,"3,514 reviews",
Cassidys Hotel,Dublin,Parnell Square,723,8.2,3,,400 m from center,Double Room,"3,331 reviews",Location 9.3
Mespil Hotel,Dublin,Ballsbridge,746,8.9,4,,2 km from center,Executive King Room,"2,194 reviews",
The Hendrick Smithfield,Dublin,Dublin City Centre,746,8.1,0,,1.4 km from center,Double Room,"3,949 reviews",
Clayton Hotel Burlington Road,Dublin,Ballsbridge,746,8.3,4,,2.3 km from center,Standard King Room,"5,212 reviews",
Harding Hotel,Dublin,Temple Bar,746,8.6,3,,0.9 km from center,Double or Twin Room,"1,961 reviews",Location 9.6
Pembroke Townhouse,Dublin,Ballsbridge,746,8.6,4,,2.5 km from center,Double Room,"1,754 reviews",
Belvedere Hotel Parnell Square,Dublin,Parnell Square,751,8.2,3,,0.6 km from center,Small Double Room,"5,038 reviews",
Herbert Park Hotel and Park Residence,Dublin,Ballsbridge,774,8.6,4,,3 km from center,Standard Single Room,"2,090 reviews",
Maldron Hotel Kevin Street,Dublin,Dublin City Centre,793,8.3,4,,1.5 km from center,Deluxe Twin Room,"5,065 reviews",
Grand Canal Hotel,Dublin,Ballsbridge,793,8.6,4,,2 km from center,Double Room,"3,133 reviews",
Marlin Hotel Stephens Green,Dublin,Saint Stephen's Green,793,8.3,4,,1.1 km from center,Cozy King Room,"6,990 reviews",Location 9.5
The Alex,Dublin,Dublin City Centre,798,8.8,4,,1.1 km from center,King Room,"1,267 reviews",Location 9.3
Staycity Aparthotels Mark Street,Dublin,Dublin City Centre,798,8.8,4,,0.8 km from center,Studio,"1,503 reviews",
"The Morrison Dublin, Curio Collection by Hilton",Dublin,Dublin City Centre,840,8.8,4,,0.5 km from center,King Guest Room,"1,016 reviews",Location 9.6
Maldron Hotel Pearse Street,Dublin,Dublin City Centre,840,8.0,4,,1.3 km from center,Double & Single Room,"2,637 reviews",
Maldron Hotel Parnell Square,Dublin,Parnell Square,840,8.4,4,,0.7 km from center,Deluxe Double Room,"6,466 reviews",
Maldron Hotel Merrion Road,Dublin,Dublin,840,8.4,4,,5.7 km from center,Deluxe Double & Single Room,731 reviews,
Maldron Hotel Smithfield,Dublin,Dublin City Centre,840,8.2,4,,1.2 km from center,Deluxe Twin Room,"3,350 reviews",
Moxy Dublin City,Dublin,Dublin City Centre,840,8.3,4,,150 m from center,Queen Room,"2,190 reviews",Location 9.3
Wren Urban Nest,Dublin,Temple Bar,845,8.8,0,,0.7 km from center,Cozy Nest,"3,724 reviews",Location 9.8
Camden Court Hotel,Dublin,Dublin City Centre,845,8.5,4,,1.9 km from center,Double Room,"3,463 reviews",
Clayton Hotel Charlemont,Dublin,Dublin City Centre,887,8.8,4,,2.1 km from center,Deluxe Double ,"3,536 reviews",
Schoolhouse Hotel,Dublin,Ballsbridge,887,8.5,4,,1.9 km from center,Deluxe King Room,"1,301 reviews",
Clayton Hotel Cardiff Lane,Dublin,Dublin City Centre,887,7.8,4,,1.4 km from center,Deluxe Double & Single Room,"6,668 reviews",
The Croke Park Hotel,Dublin,Drumcondra,924,8.6,4,,1.3 km from center,Standard Double or Twin Room,"1,556 reviews",
Riu Plaza The Gresham Dublin,Dublin,Dublin City Centre,934,8.3,4,Breakfast included,200 m from center,Standard Queen Room,"20,905 reviews",Location 9.5
Arthaus Hotel,Dublin,Saint Stephen's Green,934,8.7,4,,1.2 km from center,Standard Queen Room,"1,339 reviews",Location 9.6
The Wilder,Dublin,Dublin City Centre,981,9.0,4,,1.9 km from center,Single Room,633 reviews,Location 9.4
Hyatt Centric The Liberties Dublin,Dublin,Dublin City Centre,1056,9.0,4,,1.5 km from center,King Room,"2,683 reviews",
Clayton Hotel Ballsbridge,Dublin,Ballsbridge,1075,7.9,4,,3.6 km from center,Double Room,"4,143 reviews",
Hard Rock Hotel Dublin,Dublin,Temple Bar,1121,9.1,4,,0.8 km from center,Standard King Room,"1,954 reviews",Location 9.7
"InterContinental Dublin, an IHG Hotel",Dublin,Ballsbridge,1478,8.6,5,,3.4 km from center,1 KING BED CLASSIC,511 reviews,
The Westbury Hotel,Dublin,Temple Bar,1562,8.5,5,,0.9 km from center,Queen Room,703 reviews,Location 9.8
Argyle Backpackers,Edinburgh,Newington,87,7.0,0,,1.1 km from center,6-Bed Mixed Dormitory Room,450 reviews,
West End Hotel,Edinburgh,West End,101,7.6,3,,1.6 km from center,Bed in a 24 bed mixed dormitory shared bathroom,691 reviews,
Royal Mile Backpackers,Edinburgh,Old Town,106,8.5,2,,500 m from center,Bed in 10-Bed Female Dormitory Room,962 reviews,Location 9.7
St Christopher's Edinburgh Original,Edinburgh,Old Town,119,7.0,0,,350 m from center,Bed in 18-Bed Mixed Dormitory Room - Shared External Bathroom (Triple Bunks),"1,568 reviews",Location 9.5
St Christopher's Edinburgh Old Town,Edinburgh,Old Town,130,7.3,0,,300 m from center,12 Bed Dorm,"1,286 reviews",Location 9.5
The Baxter Hostel,Edinburgh,New Town,139,7.4,0,Breakfast included,0.6 km from center,Bunk Bed in 12-Bed Mixed Dormitory Room,"1,154 reviews",Location 9.5
a&o Edinburgh City,Edinburgh,Old Town,140,7.0,0,,450 m from center,Bed in 8-Bed Dormitory Room,"3,168 reviews",
Edinburgh Central Accommodation,Edinburgh,New Town,158,7.9,3,,1.4 km from center,Bed in 6-Bed Male Dormitory Room,"1,578 reviews",
